Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jan-2016,09:38:39.012,34D5 31D3, 3,36,19-Jan-2016,21:56:41.602
20-Feb-2016,08:57:52.788,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:53.318,5266 5252, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:53.996,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:54.339,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:54.841,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:54.912,5266 5252, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:55.368,66AA AD99, F,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:56.034,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:56.417,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:56.894,5252 4B55, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:57.419,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:58.109,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:58.494,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:58.947,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:57:59.469,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:00.112,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:00.572,66AA B4D5, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:00.999,5252 4B55, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:01.519,5266 5252, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:02.151,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:02.650,66AA B4D5, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:03.052,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:03.569,5266 5252, D,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:04.190,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:05.105,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:05.619,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:06.229,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:06.805,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:07.157,5252 4B55, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:07.669,5266 5252, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:08.268,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:08.883,66AA B4D5, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:09.210,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:09.719,5266 5252, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:10.307,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:10.961,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:11.263,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:11.769,5266 5252, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:12.346,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:13.039,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:13.315,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:13.819,5266 5252, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:14.385,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:14.822,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:15.117,2DB4 AACB, E,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:15.368,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:15.869,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:16.424,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:16.851,66AA B4D5, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:17.194,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:17.420,5252 4B55, D,39,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:17.918,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:18.463,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:18.876,66AA B4D5, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:19.272,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:19.473,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:19.968,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:20.501,5266 552A, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:20.900,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:21.350,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:21.525,5252 4B55, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:22.018,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:22.540,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:22.954,66AA B4D5, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:23.428,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:23.577,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:24.068,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:24.579,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:25.506,66AA B4D5, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:25.630,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:26.118,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:26.618,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:27.584,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:27.682,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:28.167,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:28.657,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:29.662,66AA B4D5, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:29.734,5252 4B55, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:30.218,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:30.695,5266 552A, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:31.739,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:32.267,5252 4B55, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:32.450,5266 552A, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:32.734,66AA AD99, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:33.817,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:34.317,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:34.461,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:34.773,66AA AD99, 0,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:35.892,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:36.367,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:36.473,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:36.812,66AA AD99, 0,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:37.944,66AA B4D5, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:38.417,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:38.480,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:38.850,66AA AD99, 0,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:39.956,66AA B4D5, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:40.051,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:40.467,5252 4B55, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:40.889,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:41.975,66AA B4D5, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:42.049,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:42.129,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:42.516,5252 4B55, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:42.928,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:43.994,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:44.101,2DB4 AACB, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:44.206,5266 5252, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:44.566,5252 4B55, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:44.967,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:46.153,66AA B4D5, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:46.284,5266 5252, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:46.616,5252 4B55, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:47.006,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:48.044,66AA B4D5, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:48.205,2DB4 AACB, C,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:48.362,5266 5252, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:48.666,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:49.044,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:50.073,66AA B4D5, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:50.257,2DB4 AACB, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:50.440,5266 5252, C,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:50.716,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:51.083,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:52.098,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:52.309,2DB4 AACB, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:52.517,5266 5252, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:52.765,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:53.122,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:54.117,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:54.362,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:54.595,5266 5252, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:54.815,5252 4B55, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:55.161,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:56.164,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:56.415,3FFF E000, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:56.865,5266 5252, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:57.199,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:58.467,66AA B4D5, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:58.749,5266 5252, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:58.915,5252 4B55, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:58:59.238,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:00.520,66AA B4D5, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:00.827,5266 5252, D,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:00.965,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:01.277,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:02.572,66AA B4D5, D,69,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:02.904,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:03.014,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:03.316,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:04.625,66AA B4D5, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:04.982,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:05.064,5252 4B55, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:05.354,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:06.678,66AA B4D5, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:07.060,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:07.393,5252 4B55, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:08.731,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:09.137,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:09.432,5252 4B55, E,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:10.784,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:11.249,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:11.471,5777 7DCA, D,5B,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:12.837,66AA B4D5, D,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:13.263,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:13.509,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:14.890,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:15.313,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:15.548,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:16.943,66AA B4D5, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:17.363,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:17.447,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:17.587,5252 4B55, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:18.996,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:19.412,5266 5252, D,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:19.524,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:19.626,5252 4B55, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:21.049,66AA B4D5, D,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:21.462,5266 5252, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:21.601,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:21.664,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:23.103,66AA B4D5, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:23.511,5266 5252, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:23.678,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:25.156,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:25.560,5266 5252, E,18,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:25.742,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:27.209,66AA B4D5, E,28,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:27.610,5266 5252, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:27.780,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:29.262,66AA B4D5, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:29.659,5266 5252, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:29.819,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:29.911,66AA B4D5, D,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:31.315,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:31.709,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:31.858,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:31.988,66AA B4D5, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:33.368,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:33.758,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:33.896,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:34.066,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:35.421,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:35.808,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:35.935,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:36.179,66AA B4D5, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:37.474,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:37.857,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:37.974,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:38.221,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:39.527,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:39.907,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:40.012,5266 552A, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:40.299,66AA B4D5, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:41.580,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:41.956,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:42.051,5266 552A, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:42.378,66AA B4D5, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:43.634,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:44.005,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:44.090,5266 552A, D,78,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:44.456,66AA B4D5, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:45.687,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:46.054,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:46.130,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:46.534,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:47.740,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:48.104,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:48.169,5266 552A, D,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:48.612,66AA B4D5, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:49.793,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:50.152,5266 5252, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:50.690,5266 552A, D,59,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:51.845,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:52.202,5266 5252, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:52.768,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:53.898,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:54.251,5266 5252, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:54.846,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:55.615,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:55.951,66AA BFFF, 0,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:56.300,5266 5252, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:56.924,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:58.004,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:58.350,5266 5252, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,08:59:59.003,5266 552A, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:00.055,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:00.396,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:01.081,66AA B4D5, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:02.108,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:02.434,5266 5252, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:03.159,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:04.160,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:04.473,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:05.238,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:06.213,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:06.512,5266 5252, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:07.316,66AA B4D5, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:08.266,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:08.551,5266 5252, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:09.395,66AA B4D5, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:10.318,5252 4B55, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:10.590,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:11.473,66AA B4D5, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:12.371,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:12.629,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:12.697,66AA B4D5, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:13.552,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:14.163,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:14.424,2DB4 AACB, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:14.668,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:14.746,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:15.630,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:16.476,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:16.707,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:16.796,66AA B4D5, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:17.709,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:18.564,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:18.745,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:18.845,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:19.787,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:20.581,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:20.784,5266 5252, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:20.895,66AA B4D5, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:21.865,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:22.633,5252 4B55, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:22.824,5266 5252, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:22.945,66AA B4D5, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:23.944,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:24.686,5252 4B55, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:24.863,5266 5252, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:24.994,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:25.797,5266 552A, D,48,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:26.022,66AA AD99, 0,78,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:26.738,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:26.902,5266 5252, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:27.044,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:27.798,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:28.101,66AA AD99, 0,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:28.791,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:28.941,5266 5252, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:29.092,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:29.797,5266 552A, D,58,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:30.179,66AA AD99, 0,68,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:30.843,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:30.980,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:31.141,66AA B4D5, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,09:00:31.581,5266 552A, D,58,19-Feb-2016,08:42:49.017
