Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jan-2016,09:38:39.012,34D5 31D3, 3,36,19-Jan-2016,21:56:41.602
20-Feb-2016,13:10:19.068,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:19.773,66AA B4D5, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:19.849,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:20.213,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:20.443,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:20.869,5266 5252, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:21.100,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:21.800,66AA B4D5, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:21.889,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:22.290,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:22.496,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:22.909,5266 5252, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:23.125,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:23.827,66AA B4DF, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:23.928,2DB4 AACB, F,98,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:24.367,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:24.548,5252 4B55, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:24.948,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:25.854,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:25.967,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:26.443,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:26.600,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:26.987,5266 5252, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:27.881,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:28.007,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:28.520,4B52 4B66, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:28.653,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:29.027,5266 5252, C,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:29.908,4B52 4B66, C,FA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:30.046,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:30.597,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:30.705,5252 4B55, E,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:31.066,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:31.935,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:32.086,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:32.674,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:32.758,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:33.105,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:33.962,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:34.125,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:34.750,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:35.145,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:35.989,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:36.164,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:36.828,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:37.184,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:38.016,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:38.204,2DB4 AACB, F,8A,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:38.904,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:39.224,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:40.044,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:40.243,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:40.965,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:41.262,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:42.071,4B52 4B66, C,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:42.282,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:43.017,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:43.302,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:44.098,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:44.321,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:44.699,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:45.069,66AA B4D5, D,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:45.136,5266 5252, C,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:45.341,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:46.124,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:46.361,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:46.733,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:47.121,66AA B4D5, D,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:47.212,5266 5252, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:47.380,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:48.152,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:48.400,2DB4 AACB, F,99,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:48.760,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:49.209,66AA B4D5, E,2A,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:49.289,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:50.179,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:50.439,2DB4 AACB, F,79,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:51.225,4B52 4B66, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:51.366,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:51.459,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:52.206,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:52.479,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:53.278,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:53.442,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:54.233,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:54.518,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:55.329,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:55.519,5266 5252, D,08,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:56.260,5252 4B55, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:56.556,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:57.382,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:57.576,5266 5252, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:58.288,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:58.595,2DB4 AACB, F,79,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:59.434,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:59.522,5266 5252, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:59.615,5266 552A, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,13:10:59.673,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:00.315,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:00.499,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:00.634,66AA AD99, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:01.486,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:01.558,5266 5252, C,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:01.654,5267 FFF8, F,0A,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:01.751,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:02.342,5252 4B55, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:02.504,2DB4 AACB, F,98,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:02.674,66AA AD99, D,38,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:03.539,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:03.693,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:03.828,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:04.369,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:04.502,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:04.713,66AA ADFF, D,28,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:05.591,4B52 4B66, C,FA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:05.732,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:05.904,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:06.396,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:06.752,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:07.643,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:07.771,5266 5252, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:07.981,4B52 4B66, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:08.424,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:08.791,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:09.696,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:09.810,5266 5252, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:10.058,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:10.451,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:10.830,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:11.748,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:11.849,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:12.134,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:12.479,5252 4B55, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:12.869,2DB4 AACB, F,89,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:13.800,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:13.888,5266 5252, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:14.210,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:14.506,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:14.907,2DB4 AACB, F,79,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:15.853,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:15.927,5266 5252, C,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:16.288,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:16.533,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:16.946,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:17.905,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:18.365,5266 5252, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:18.560,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:18.986,2DB4 AACB, F,79,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:19.957,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:20.442,5266 5252, C,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:20.587,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:21.025,2DB4 AACB, F,78,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:22.009,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:22.520,5266 5252, C,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:22.615,5252 4B55, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:23.064,2DB4 AACB, F,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:24.062,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:24.597,5266 5252, C,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:25.103,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:26.114,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:26.669,5266 5252, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:27.142,2DB4 AACB, F,88,19-Feb-2016,08:42:49.017
20-Feb-2016,13:11:28.161,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,13:29:49.512, 4B55 CE8,C,,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.514,5266 552A, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.516,5252 4B55, D,29,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.518,5252 4B55, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.520,5252 4B55, D,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.522,5252 4B55, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.524,5252 4B55, D,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.527,5252 4B55, D,38,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.529,5252 4B55, D,88,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.531,5252 4B55, D,C8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.533,5252 4B55, D,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.535,5252 4B55, E,A9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:49.858,5252 4B55, E,C8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:51.236,5252 4B55, E,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:51.936,66AA B4D5, C,AC,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:54.015,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:55.346,5252 4B55, F,49,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:56.092,66AA B4D5, C,DA,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:57.340,5252 4B55, F,38,20-Feb-2016,13:29:49.511
20-Feb-2016,13:29:58.171,66AA B4D5, C,DA,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:00.249,5252 4B55, F,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:02.326,5252 4B55, F,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:04.404,5252 4B55, F,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:06.482,5252 4B55, E,F8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:08.560,5252 4B55, F,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:10.638,5252 4B55, F,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:12.716,5252 4B55, F,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:14.794,5252 4B55, E,C9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:16.872,5252 4B55, E,D9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:18.950,5252 4B55, 0,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:21.028,5252 4B55, 0,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:21.906,525A 4B55, 0,3A,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:23.106,5266 5252, C,AB,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:25.185,5252 4B55, 0,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:27.263,5252 4B55, 0,38,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:29.341,5252 4B55, 0,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:31.417,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:33.494,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:35.570,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:37.648,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:39.725,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:41.802,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:43.529,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:43.880,66AA 94D5, C,5E,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:45.569,5252 4B55, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:45.957,66AA B4D5, D,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:47.604,5252 4B55, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:48.036,66AA B4D5, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:48.628,5252 4B55, 0,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:49.633,5266 5252, D,98,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:50.113,66AA B4D5, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:50.669,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:52.191,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:52.707,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:54.270,5266 5252, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:54.745,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:56.348,5266 5252, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:56.787,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:58.426,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:30:58.836,5252 4B55, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:00.503,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:00.889,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:02.581,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:02.941,5252 4B55, 0,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:04.658,5266 5252, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:04.993,5252 4B55, 0,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:06.736,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:07.045,5252 4B55, 0,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:08.814,5266 5252, C,E8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:09.096,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:10.891,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:11.148,5252 4B55, 0,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:12.969,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:13.201,5252 4B55, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:15.045,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:15.252,5252 4B55, 0,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:17.120,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:17.304,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:19.194,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:19.356,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:21.265,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:21.408,5252 4B55, 0,59,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:23.332,5266 5252, C,E9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:23.459,5252 4B55, 0,38,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:24.950,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:25.398,66AA B4D5, C,8B,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:25.511,5252 4B55, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:27.460,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:27.563,5252 4B55, 0,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:29.526,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:29.615,5252 4B55, 0,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:31.605,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:31.666,5252 4B55, 0,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:33.683,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:35.760,5252 4B55, 0,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:36.956,5252 4B55, F,A9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:37.821,5266 552A, 0,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:39.872,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:41.923,5266 5252, C,F8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:41.992,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:43.973,5252 4B55, F,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:44.070,5266 5252, C,F8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:46.025,5252 4B55, F,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:46.148,5266 5252, C,F9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:48.076,5252 4B55, F,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:48.226,5266 5252, C,F8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:48.453,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:50.128,66AA B4D5, D,A8,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:50.304,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:50.489,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:52.179,66AA B4D5, E,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:52.383,5266 5252, D,09,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:52.526,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:54.231,66AA B4D5, D,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:54.461,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:54.564,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:56.283,66AA B4D5, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:56.539,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:56.602,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:58.335,66AA B4D5, D,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:31:58.617,5266 5252, D,19,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:00.386,5252 4B55, F,29,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:00.675,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:02.438,66AA B4D5, D,B9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:02.704,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:02.774,66AA B4D5, D,C9,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:04.490,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:04.852,5266 5252, D,28,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:06.543,5252 4B55, F,78,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:06.930,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:08.595,5252 4B55, F,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:09.008,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:10.647,5252 4B55, F,58,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:11.087,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:12.700,5252 4B55, F,68,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:13.165,5266 5252, D,08,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:14.752,5252 4B55, F,59,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:15.243,5266 5252, D,18,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:16.804,5252 4B55, F,48,20-Feb-2016,13:29:49.511
20-Feb-2016,13:32:17.322,5266 5252, D,18,20-Feb-2016,13:29:49.511
